Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Pooja Dhawan,2200EC1050,ECE,8.39,72,38,56,76,39,4,5,2,Placed,9.94,Tech Mahindra
Kriti Sharma,2300CS1051,CSE,8.27,60,32,46,76,66,3,3,0,Placed,5.45,Wipro
Bhavna Patel,2100EC1052,ECE,6.88,45,19,28,54,49,0,5,3,Not Placed,0.0,Not Placed
Sakshi Agarwal,2300EC1053,ECE,5.93,37,38,69,56,35,1,7,2,Not Placed,0.0,Not Placed
Khushi Chatterjee,2400IT1054,IT,8.02,62,43,25,37,18,1,6,0,Placed,11.92,L&T Infotech
Sonam Saxena,2300EC1055,ECE,7.48,75,59,36,47,38,1,8,1,Placed,9.47,Zoho
Vidhi Iyer,2100EC1056,ECE,8.84,84,32,58,76,93,3,8,1,Placed,4.97,Tech Mahindra
Dhruv Kumar,2400CE1057,CE,8.93,40,69,31,52,20,2,5,0,Placed,4.11,Genpact
Rohan Das,2300EC1058,ECE,8.12,49,63,54,66,41,1,4,1,Placed,10.75,Mindtree
Dev Mehta,2200CS1059,CSE,7.89,75,72,76,60,54,2,8,1,Placed,11.98,Cognizant
Nikhil Kapoor,2100CS1060,CSE,9.23,85,66,36,53,63,3,7,1,Placed,22.25,Oracle
Vishal Malhotra,2300CS1061,CSE,7.74,55,57,50,82,17,4,5,2,Placed,5.5,HCL
Riya Tiwari,2400EC1062,ECE,8.75,79,73,75,70,82,2,4,0,Placed,11.74,Hexaware
Aryan Saxena,2300EC1063,ECE,6.63,16,43,33,23,58,3,3,4,Not Placed,0.0,Not Placed
Advaith Tiwari,2200ME1064,ME,7.54,53,34,35,47,64,3,5,1,Not Placed,0.0,Not Placed
Sara Patel,2100CS1065,CSE,7.4,61,52,32,55,70,0,3,1,Placed,4.73,NIIT
Shivani Sharma,2100EC1066,ECE,7.25,44,57,57,68,50,0,8,1,Placed,4.7,Syntel
Shivani Malhotra,2400IT1067,IT,6.48,44,59,18,43,54,2,4,1,Not Placed,0.0,Not Placed
Ritika Pandey,2300EE1068,EE,6.39,79,73,4,28,56,2,1,3,Not Placed,0.0,Not Placed
Pooja Chopra,2200EC1069,ECE,7.47,84,60,52,63,50,3,7,1,Placed,12.52,Google
Aparna Bhatt,2100IT1070,IT,7.68,84,36,50,58,55,2,6,0,Placed,3.99,Cyient
Swati Pandey,2400CS1071,CSE,8.13,64,64,69,78,66,1,1,2,Placed,7.06,Infosys
Nidhi Sharma,2100CS1072,CSE,6.22,62,41,1,66,65,2,3,1,Placed,4.32,Genpact
Nikita Patel,2300CS1073,CSE,8.18,64,42,30,73,56,1,5,1,Placed,11.87,Accenture
Riya Khanna,2300CE1074,CE,8.6,56,62,53,58,21,4,6,2,Placed,3.35,Genpact
Aparna Bajaj,2300ME1075,ME,7.83,60,4,55,60,51,3,7,0,Placed,4.7,Accenture
Prateek Mukherjee,2200CS1076,CSE,8.79,45,55,27,60,47,0,4,2,Placed,7.44,Capgemini
Divya Reddy,2300EC1077,ECE,7.15,68,15,35,70,10,4,3,2,Placed,3.04,Syntel
Ankit Jain,2200IT1078,IT,9.9,100,100,64,99,44,1,6,3,Placed,19.26,Microsoft
Neha Khanna,2400CS1079,CSE,6.97,49,32,43,44,33,2,2,2,Not Placed,0.0,Not Placed
Priya Yadav,2200CS1080,CSE,7.81,38,80,61,45,32,2,8,3,Placed,4.06,Syntel
Atharv Das,2400CS1081,CSE,7.7,68,51,64,43,54,1,7,1,Placed,8.98,Wipro
Ritika Goel,2300ME1082,ME,6.09,39,23,29,56,58,4,5,1,Placed,3.36,Cyient
Nikhil Patel,2200EE1083,EE,7.65,62,65,37,57,53,2,6,2,Placed,4.64,Mu Sigma
Dhruv Joshi,2100CS1084,CSE,6.84,85,57,43,43,78,1,4,0,Placed,6.61,Tech Mahindra
Shruti Arora,2300ME1085,ME,8.31,79,67,46,40,58,3,5,4,Placed,10.93,Mindtree
Meghna Verma,2400EC1086,ECE,7.5,67,69,63,32,44,3,8,1,Placed,8.92,Infosys
Vidhi Dhawan,2200EC1087,ECE,5.74,44,32,29,50,77,2,4,3,Not Placed,0.0,Not Placed
Aman Bansal,2300ME1088,ME,7.19,48,55,58,82,43,3,6,2,Placed,3.97,Sapient
Sonam Chatterjee,2100ME1089,ME,9.06,62,53,95,93,59,3,8,1,Placed,5.72,Capgemini
Sonal Yadav,2200CS1090,CSE,6.76,68,66,39,28,56,2,7,2,Placed,5.99,Mphasis
Pallavi Bajaj,2400CS1091,CSE,6.99,54,67,20,19,42,3,7,1,Placed,10.42,Paytm
Sai Chauhan,2300IT1092,IT,8.19,65,89,73,80,67,2,4,1,Placed,17.66,Adobe
Nidhi Bansal,2300IT1093,IT,7.77,66,71,45,55,60,0,4,3,Placed,5.16,L&T Infotech
Kavya Chatterjee,2300IT1094,IT,5.61,27,25,16,44,26,3,5,0,Not Placed,0.0,Not Placed
Pallavi Chauhan,2200IT1095,IT,8.01,91,75,53,81,87,2,5,1,Placed,8.52,Paytm
Krishna Saxena,2300IT1096,IT,5.55,44,18,46,8,40,2,6,0,Not Placed,0.0,Not Placed
Pranav Chauhan,2400CS1097,CSE,6.46,42,55,63,25,42,0,3,1,Not Placed,0.0,Not Placed
Reyansh Kumar,2400EC1098,ECE,4.73,66,15,18,38,48,3,4,1,Not Placed,0.0,Not Placed
Arjun Reddy,2100ME1099,ME,8.72,61,73,33,65,22,1,7,2,Placed,4.57,NIIT
Shivani Yadav,2100CS1100,CSE,8.99,84,93,72,59,79,1,4,4,Placed,42.8,Uber
Pooja Saxena,2300EE1101,EE,8.19,35,64,68,31,70,2,8,0,Placed,3.32,Syntel
Krishna Rajput,2200ME1102,ME,6.1,50,30,42,41,73,2,3,3,Not Placed,0.0,Not Placed
Vivaan Bhatia,2300EE1103,EE,5.88,50,20,60,29,43,4,6,2,Not Placed,0.0,Not Placed
Sonal Bhatt,2300IT1104,IT,7.05,74,37,1,32,64,0,2,1,Not Placed,0.0,Not Placed
Myra Bhatt,2200CS1105,CSE,7.98,53,56,72,64,55,3,5,5,Placed,6.35,L&T Infotech
Aditi Chopra,2400CE1106,CE,6.98,63,22,33,57,30,1,1,0,Not Placed,0.0,Not Placed
Meghna Joshi,2200CS1107,CSE,9.24,42,65,60,72,29,2,4,1,Placed,11.17,Zoho
Varun Goel,2300EC1108,ECE,8.05,100,39,54,80,80,2,3,1,Placed,11.97,Capgemini
Sara Goel,2100IT1109,IT,8.01,73,76,21,54,61,2,6,3,Placed,11.53,TCS
Amit Bansal,2400EC1110,ECE,7.39,60,55,52,56,49,0,8,1,Placed,4.36,Cyient
Dev Rawat,2400IT1111,IT,8.08,88,84,47,62,32,4,8,3,Placed,37.8,Goldman Sachs
Aman Mukherjee,2300CS1112,CSE,6.92,31,51,62,44,64,2,4,2,Placed,9.4,L&T Infotech
Aarav Khanna,2300ME1113,ME,8.32,68,31,49,69,80,2,3,0,Placed,7.92,HCL
Aishwarya Mukherjee,2400CE1114,CE,7.0,60,24,63,37,15,2,3,2,Placed,4.77,Genpact
Neeraj Nair,2400ME1115,ME,8.78,91,62,48,53,92,2,7,3,Placed,25.51,Adobe
Isha Mukherjee,2200CS1116,CSE,7.5,71,56,49,54,24,0,8,1,Placed,4.5,Mindtree
Tanvi Bhatt,2300EC1117,ECE,8.19,69,46,58,47,39,4,2,2,Placed,4.38,Amdocs
Vihaan Pandey,2200CS1118,CSE,7.84,73,37,21,48,59,1,3,0,Placed,3.12,iGate
Tushar Iyer,2400IT1119,IT,9.68,100,71,52,75,47,1,8,3,Placed,8.73,Cognizant
Priya Malhotra,2100IT1120,IT,4.74,35,54,1,37,48,0,4,0,Not Placed,0.0,Not Placed
Aditya Bhatt,2100ME1121,ME,5.72,42,46,25,48,63,4,5,0,Placed,4.1,Concentrix
Ritvik Rastogi,2200CE1122,CE,6.94,46,37,33,68,18,2,5,1,Not Placed,0.0,Not Placed
Charu Sharma,2200IT1123,IT,7.26,73,39,40,45,57,0,5,1,Placed,10.28,Infosys
Aarav Rawat,2200CE1124,CE,7.55,62,54,44,55,63,0,0,2,Placed,7.19,Accenture
Simran Rawat,2300CE1125,CE,6.88,48,60,61,44,31,1,3,5,Placed,6.94,Tech Mahindra
Kunal Mishra,2200CE1126,CE,6.97,63,46,59,57,54,2,5,0,Not Placed,0.0,Not Placed
Kabir Reddy,2100EC1127,ECE,5.02,12,30,42,33,52,1,5,2,Not Placed,0.0,Not Placed
Riya Tiwari,2300IT1128,IT,6.57,59,60,17,50,65,3,7,1,Placed,9.39,Paytm
Aanya Agarwal,2200CS1129,CSE,6.74,62,33,20,45,27,0,4,1,Not Placed,0.0,Not Placed
Sonam Chatterjee,2200EC1130,ECE,8.6,79,42,58,78,72,4,8,2,Placed,21.73,Google
Deepak Patel,2200CS1131,CSE,6.18,39,52,45,46,37,3,5,4,Placed,4.45,Syntel
Vidhi Goel,2300CE1132,CE,5.82,20,14,24,69,45,1,3,2,Not Placed,0.0,Not Placed
Tushar Gupta,2100IT1133,IT,7.67,79,26,58,35,69,3,6,1,Placed,6.11,Cognizant
Aditi Goel,2200CS1134,CSE,7.3,57,58,43,71,58,0,3,2,Placed,4.43,Sapient
Yash Dubey,2100EE1135,EE,6.39,34,56,48,55,62,3,3,0,Placed,3.8,Genpact
Nidhi Sharma,2200ME1136,ME,7.64,44,37,38,44,66,2,4,2,Not Placed,0.0,Not Placed
Nikita Agarwal,2400ME1137,ME,7.48,47,36,35,73,61,2,2,2,Not Placed,0.0,Not Placed
Aarav Gupta,2400EC1138,ECE,6.42,30,36,20,46,44,2,4,2,Not Placed,0.0,Not Placed
Rahul Mishra,2200EC1139,ECE,4.88,39,27,13,43,73,0,3,0,Not Placed,0.0,Not Placed
Prateek Mishra,2300EC1140,ECE,4.92,37,20,29,34,22,0,3,1,Not Placed,0.0,Not Placed
Aditya Bhatia,2200EC1141,ECE,7.29,74,56,69,72,72,1,5,2,Placed,3.06,Cyient
Krishna Rawat,2200IT1142,IT,6.91,86,88,29,61,34,1,6,3,Placed,9.37,Accenture
Jyoti Tiwari,2100ME1143,ME,6.24,60,51,14,36,34,1,5,2,Not Placed,0.0,Not Placed
Meghna Jain,2300CE1144,CE,8.12,57,40,22,73,53,3,7,2,Not Placed,0.0,Not Placed
Prateek Chatterjee,2300IT1145,IT,8.94,94,54,66,75,59,4,8,3,Placed,17.35,Oracle
Priya Chopra,2200CS1146,CSE,7.73,56,56,36,46,61,1,3,2,Placed,4.87,Cyient
Nidhi Iyer,2300CS1147,CSE,10.0,100,89,68,72,96,1,7,2,Placed,15.11,Qualcomm
Vihaan Rajput,2200CS1148,CSE,6.84,57,29,47,16,49,3,7,3,Placed,3.65,Syntel
Shruti Bhatt,2300EE1149,EE,7.11,39,43,32,58,48,1,3,2,Not Placed,0.0,Not Placed
Aanya Thakur,2400CS1150,CSE,9.15,85,78,46,82,98,2,6,3,Placed,42.38,Amazon
Rajat Arora,2200IT1151,IT,7.69,54,40,38,48,37,4,3,1,Placed,5.55,Accenture
Yash Bhatt,2400CS1152,CSE,7.75,74,70,79,68,25,2,3,4,Placed,8.33,HCL
Sonam Khanna,2200EE1153,EE,8.19,60,62,49,78,41,3,6,2,Placed,7.79,L&T Infotech
Nidhi Das,2300CS1154,CSE,7.84,88,59,44,65,37,1,4,5,Placed,4.54,NIIT
Suraj Kumar,2100CS1155,CSE,7.41,75,64,34,65,23,2,6,2,Not Placed,0.0,Not Placed
Atharv Gupta,2200EC1156,ECE,6.8,34,74,51,88,40,1,5,1,Placed,3.99,NIIT
Priya Patel,2100ME1157,ME,7.17,49,33,25,56,42,2,8,0,Placed,4.9,Sasken
Trisha Rawat,2300CS1158,CSE,8.96,63,55,68,75,67,2,2,0,Placed,11.13,TCS
Pooja Dhawan,2100CS1159,CSE,9.23,100,55,60,83,74,2,3,3,Placed,6.59,TCS
Vikas Rawat,2100IT1160,IT,8.98,67,89,63,70,55,2,8,3,Placed,8.24,Tech Mahindra
Rahul Khanna,2400CS1161,CSE,6.97,60,29,18,56,65,1,3,1,Placed,3.85,Sapient
Rajat Rastogi,2100IT1162,IT,6.47,43,65,39,29,73,4,8,0,Placed,3.46,NIIT
Aadhya Dubey,2100IT1163,IT,9.98,84,91,55,83,62,2,8,2,Placed,44.79,Microsoft
Akash Nair,2200ME1164,ME,9.64,60,62,43,77,21,3,4,0,Placed,8.56,HCL
Ankit Pandey,2400CS1165,CSE,6.13,61,40,35,26,49,2,2,1,Not Placed,0.0,Not Placed
Aman Chopra,2300IT1166,IT,4.88,7,47,28,22,66,0,6,0,Not Placed,0.0,Not Placed
Khushi Mukherjee,2100EE1167,EE,4.86,30,30,0,35,36,1,0,2,Not Placed,0.0,Not Placed
Atharv Khanna,2400ME1168,ME,7.11,35,56,33,48,26,2,6,0,Placed,4.03,Cyient
Trisha Chauhan,2400CS1169,CSE,7.91,91,58,5,63,49,4,5,1,Placed,3.95,Sapient
Aishwarya Malhotra,2300CS1170,CSE,6.5,76,53,16,67,47,2,8,1,Placed,4.99,Amdocs
Charu Malhotra,2200IT1171,IT,5.65,74,52,15,24,50,1,5,1,Not Placed,0.0,Not Placed
Mohit Khanna,2300CE1172,CE,5.84,15,49,40,34,69,3,4,0,Not Placed,0.0,Not Placed
Jyoti Chatterjee,2400CE1173,CE,7.94,48,51,37,46,51,0,3,0,Placed,4.37,Mu Sigma
Ritvik Dhawan,2100CE1174,CE,8.23,58,33,37,74,25,1,5,1,Placed,6.26,Mindtree
Harsh Sharma,2300EE1175,EE,8.08,52,87,47,41,49,2,7,1,Placed,4.19,Genpact
Rohan Verma,2300IT1176,IT,8.09,95,52,32,51,29,2,7,4,Placed,9.52,Byju's
Reyansh Gupta,2400ME1177,ME,7.93,58,57,43,47,52,3,7,1,Placed,6.79,Accenture
Krishna Mehta,2300ME1178,ME,6.61,60,23,38,47,48,1,5,2,Not Placed,0.0,Not Placed
Advaith Mehta,2300CS1179,CSE,8.66,63,61,42,44,62,2,8,2,Placed,9.0,Infosys
Kriti Dubey,2100IT1180,IT,7.06,79,31,55,43,27,3,6,1,Placed,8.81,Hexaware
Aparna Pandey,2400ME1181,ME,10.0,74,50,48,67,98,2,3,2,Placed,20.37,Qualcomm
Abhishek Goel,2100CS1182,CSE,7.2,54,53,42,25,78,1,4,0,Placed,4.57,Sasken
Isha Singh,2300ME1183,ME,9.08,68,85,54,39,100,1,5,2,Placed,4.81,Accenture
Pallavi Agarwal,2200EC1184,ECE,5.11,35,9,42,26,60,4,6,1,Not Placed,0.0,Not Placed
Tushar Nair,2100IT1185,IT,8.78,71,40,19,48,67,2,5,1,Placed,3.15,iGate
Rohan Bhatt,2200IT1186,IT,8.57,78,52,40,52,70,1,7,2,Placed,7.66,Accenture
Ishaan Singh,2400CS1187,CSE,7.17,52,58,43,41,49,1,5,1,Placed,3.32,Syntel
Advaith Mukherjee,2300IT1188,IT,6.56,55,37,35,41,51,2,5,2,Not Placed,0.0,Not Placed
Sara Jain,2300EC1189,ECE,7.26,65,31,48,48,55,0,3,0,Placed,3.92,NIIT
Kriti Singh,2400CS1190,CSE,9.34,79,70,85,67,62,2,7,0,Placed,20.22,Goldman Sachs
Nikhil Thakur,2400IT1191,IT,8.27,62,49,56,61,26,3,5,2,Placed,11.74,Zoho
Himanshu Jain,2400CS1192,CSE,6.83,63,61,14,68,57,2,5,1,Not Placed,0.0,Not Placed
Prateek Reddy,2200CS1193,CSE,8.09,92,69,64,33,54,1,8,2,Placed,5.11,Mindtree
Aryan Kumar,2300IT1194,IT,8.42,81,78,78,53,85,1,7,4,Placed,8.59,Zoho
Nidhi Chopra,2100EC1195,ECE,7.43,59,59,53,49,85,1,8,2,Placed,6.0,Infosys
Komal Arora,2300IT1196,IT,6.88,51,60,34,38,69,4,7,2,Placed,7.39,HCL
Meghna Dhawan,2100CE1197,CE,7.2,59,66,28,55,16,1,6,1,Placed,8.1,Zoho
Navya Bhatia,2400CS1198,CSE,9.38,77,46,57,59,33,1,4,2,Placed,5.72,L&T Infotech
Varun Gupta,2200EC1199,ECE,6.85,19,45,47,72,86,3,3,1,Placed,3.19,Genpact
Sara Mishra,2100EC1200,ECE,6.65,69,40,73,22,39,2,3,2,Placed,4.58,Mu Sigma
Rajat Yadav,2300CE1201,CE,5.76,32,39,9,50,27,2,6,1,Not Placed,0.0,Not Placed
Kunal Agarwal,2300ME1202,ME,9.49,64,73,55,78,40,3,3,2,Placed,8.51,Tech Mahindra
Diya Kapoor,2200CE1203,CE,5.31,44,43,34,19,65,1,4,0,Not Placed,0.0,Not Placed
Pranav Bhatt,2300CS1204,CSE,6.26,63,46,55,66,51,2,8,0,Placed,4.8,Cyient
Shivani Yadav,2100ME1205,ME,6.97,48,42,45,57,48,1,6,2,Placed,4.87,Amdocs
Dhruv Chauhan,2100ME1206,ME,8.23,72,27,56,64,49,3,5,0,Placed,13.55,Goldman Sachs
Dev Bajaj,2300IT1207,IT,6.34,60,39,14,41,42,2,4,1,Not Placed,0.0,Not Placed
Deepak Sharma,2100CS1208,CSE,8.94,94,39,76,33,67,3,7,4,Placed,19.62,Uber
Trisha Arora,2100CS1209,CSE,7.28,77,48,38,60,52,0,1,0,Placed,4.54,Mu Sigma
Megha Nair,2200CS1210,CSE,7.6,70,38,58,59,65,4,6,1,Placed,6.12,Capgemini
Rohan Rawat,2100IT1211,IT,5.47,61,33,9,46,44,3,2,0,Not Placed,0.0,Not Placed
Advik Thakur,2400IT1212,IT,6.09,57,35,51,26,65,2,3,0,Placed,3.59,Cyient
Vivaan Saxena,2300IT1213,IT,8.87,96,60,92,57,49,3,6,1,Placed,26.55,Flipkart
Swati Chauhan,2100EC1214,ECE,6.95,59,44,32,47,38,3,3,2,Placed,10.42,Accenture
Meghna Goel,2200CS1215,CSE,7.79,68,89,47,80,56,2,8,3,Placed,4.75,Mindtree
Ananya Mehta,2400IT1216,IT,6.59,54,40,51,46,36,1,1,2,Not Placed,0.0,Not Placed
Manish Rastogi,2200IT1217,IT,6.71,54,26,45,25,67,2,2,0,Not Placed,0.0,Not Placed
Kunal Reddy,2200CS1218,CSE,7.99,52,36,53,57,56,0,5,1,Not Placed,0.0,Not Placed
Sachin Nair,2200CE1219,CE,8.82,67,48,90,68,46,2,8,4,Placed,8.95,Capgemini
Ankit Yadav,2400CS1220,CSE,7.89,58,66,35,72,62,1,8,1,Placed,7.37,Cognizant
Jyoti Bhatt,2200ME1221,ME,7.15,47,46,9,47,5,3,4,1,Not Placed,0.0,Not Placed
Vikas Jain,2200IT1222,IT,7.44,49,64,41,35,68,1,4,4,Not Placed,0.0,Not Placed
Harsh Rajput,2200ME1223,ME,6.7,33,54,32,50,25,1,6,0,Not Placed,0.0,Not Placed
Sonam Yadav,2200EC1224,ECE,8.58,79,90,47,93,66,3,7,1,Placed,35.38,Flipkart
Manish Bhatt,2100IT1225,IT,9.48,97,76,68,70,81,2,5,4,Placed,27.69,Amazon
Sara Verma,2300IT1226,IT,6.48,50,16,40,27,68,1,3,3,Not Placed,0.0,Not Placed
Pallavi Goel,2400ME1227,ME,6.12,55,42,15,31,52,0,2,0,Not Placed,0.0,Not Placed
Sara Tiwari,2100CS1228,CSE,10.0,100,51,52,100,56,1,7,3,Placed,24.26,Amazon
Arjun Bajaj,2300EE1229,EE,6.98,52,28,32,46,70,0,1,3,Not Placed,0.0,Not Placed
Abhishek Srivastava,2200CS1230,CSE,6.29,56,72,5,29,50,0,3,3,Not Placed,0.0,Not Placed
Amit Mishra,2400EC1231,ECE,7.21,55,38,82,50,57,2,4,1,Placed,8.28,Wipro
Nupur Arora,2200EC1232,ECE,7.71,33,35,62,35,39,3,4,0,Placed,3.71,Amdocs
Aparna Jain,2200EE1233,EE,7.19,42,28,0,49,77,0,5,0,Placed,3.75,Genpact
Vivaan Das,2100IT1234,IT,7.52,54,0,58,30,62,2,8,1,Placed,4.45,iGate
Pooja Tiwari,2200EE1235,EE,6.74,54,45,42,49,37,1,2,3,Not Placed,0.0,Not Placed
Atharv Chatterjee,2400CS1236,CSE,8.63,79,82,55,71,35,2,5,5,Placed,9.7,Hexaware
Sonal Saxena,2400CE1237,CE,5.35,35,42,19,36,42,0,4,1,Not Placed,0.0,Not Placed
Sonam Gupta,2400EE1238,EE,7.31,23,75,32,58,21,1,5,1,Not Placed,0.0,Not Placed
Swati Bajaj,2100EE1239,EE,8.55,43,32,55,64,62,2,7,1,Placed,8.24,Mindtree
Varun Iyer,2100CE1240,CE,8.33,68,46,48,67,56,1,2,2,Placed,4.51,Genpact
Garima Gupta,2400CS1241,CSE,7.68,67,22,23,42,53,3,4,3,Placed,5.58,Mindtree
Advik Bansal,2400IT1242,IT,7.23,69,79,65,43,39,4,6,4,Placed,25.24,Uber
Sonam Bansal,2400CS1243,CSE,6.51,67,59,24,56,26,0,8,1,Not Placed,0.0,Not Placed
Gaurav Bansal,2100EC1244,ECE,6.29,62,55,39,52,29,1,1,3,Not Placed,0.0,Not Placed
Deepak Chatterjee,2100EC1245,ECE,7.78,57,44,68,40,29,0,2,0,Placed,9.35,Hexaware
Atharv Sethi,2200ME1246,ME,7.06,20,62,28,55,51,1,5,2,Placed,3.27,Amdocs
Nidhi Chatterjee,2100IT1247,IT,9.17,76,46,50,63,70,2,8,0,Placed,4.2,Concentrix
Nikita Tiwari,2400EC1248,ECE,6.07,27,69,45,43,38,1,3,1,Not Placed,0.0,Not Placed
Dhruv Malhotra,2200IT1249,IT,7.36,50,71,87,59,45,2,1,2,Not Placed,0.0,Not Placed
Sai Agarwal,2400IT1250,IT,8.01,90,47,32,51,63,2,6,3,Placed,9.79,Mphasis
Isha Rajput,2400CE1251,CE,7.38,34,53,34,45,51,0,3,1,Not Placed,0.0,Not Placed
Mohit Khanna,2400CS1252,CSE,7.36,53,3,33,63,68,2,6,1,Not Placed,0.0,Not Placed
Aman Chauhan,2300EC1253,ECE,6.06,45,51,38,60,12,1,8,3,Placed,4.18,Sasken
Shaurya Yadav,2200CS1254,CSE,7.98,81,54,66,64,23,2,8,2,Placed,13.92,Google
Simran Goel,2400ME1255,ME,7.45,40,72,70,41,50,3,8,1,Placed,3.08,iGate
Ayaan Jain,2200CS1256,CSE,8.96,56,59,56,28,36,3,4,1,Placed,4.94,Mu Sigma
Aanya Iyer,2400CS1257,CSE,5.81,56,60,46,55,68,1,3,2,Not Placed,0.0,Not Placed
Tanya Sharma,2400IT1258,IT,9.2,75,95,59,61,64,2,6,0,Placed,5.19,HCL
Saurabh Joshi,2400ME1259,ME,7.01,6,66,66,41,30,3,4,3,Not Placed,0.0,Not Placed
Jyoti Mishra,2100EE1260,EE,7.82,33,70,30,52,76,1,5,2,Placed,3.79,Genpact
Shivani Khanna,2200CE1261,CE,6.31,24,50,6,64,51,1,7,0,Not Placed,0.0,Not Placed
Atharv Yadav,2100CS1262,CSE,7.88,66,64,74,50,47,4,8,1,Placed,6.62,Mphasis
Saanvi Yadav,2100IT1263,IT,4.91,59,25,48,48,31,0,2,2,Not Placed,0.0,Not Placed
Sakshi Mishra,2100CE1264,CE,7.52,43,61,45,49,38,0,7,2,Placed,4.21,NIIT
Riya Chauhan,2300CS1265,CSE,6.35,66,62,40,55,60,1,2,1,Placed,5.31,L&T Infotech
Deepak Sethi,2300CS1266,CSE,9.57,81,73,81,38,49,1,6,2,Placed,9.32,Byju's
Sai Goel,2300EC1267,ECE,5.32,36,29,0,20,42,2,5,0,Not Placed,0.0,Not Placed
Anjali Kumar,2400CS1268,CSE,6.8,71,49,20,38,0,2,4,0,Placed,4.96,Cyient
Ritvik Joshi,2200IT1269,IT,7.19,51,45,23,34,83,1,2,2,Not Placed,0.0,Not Placed
Dev Rastogi,2300CS1270,CSE,8.23,57,100,64,71,70,0,6,1,Placed,11.21,Mindtree
Mansi Dubey,2200CS1271,CSE,6.22,26,34,27,34,47,0,2,2,Not Placed,0.0,Not Placed
Reyansh Chopra,2100IT1272,IT,5.44,49,61,4,41,25,3,3,2,Not Placed,0.0,Not Placed
Charu Dhawan,2300CS1273,CSE,7.61,71,70,28,48,59,2,5,1,Placed,11.23,Capgemini
Shruti Rajput,2300CS1274,CSE,8.54,80,94,38,83,37,2,2,1,Placed,18.8,Amazon
Mansi Rawat,2400CE1275,CE,6.63,11,41,14,64,71,0,4,1,Not Placed,0.0,Not Placed
Rajat Srivastava,2300IT1276,IT,8.52,78,76,54,45,39,4,8,2,Placed,6.58,HCL
Ayaan Verma,2400IT1277,IT,8.66,84,67,45,49,87,2,7,2,Placed,8.14,Mphasis
Mayank Dubey,2400EC1278,ECE,6.63,67,67,0,57,45,3,1,1,Not Placed,0.0,Not Placed
Saanvi Kapoor,2300CS1279,CSE,6.95,64,76,48,49,59,1,7,2,Placed,6.85,Mindtree
Aarav Tiwari,2300CS1280,CSE,7.77,67,62,19,53,67,3,2,2,Placed,4.65,iGate
Harsh Goel,2300ME1281,ME,7.62,33,49,25,60,60,4,8,1,Placed,3.75,Mu Sigma
Kartik Kapoor,2300IT1282,IT,7.66,66,47,21,59,34,2,4,1,Placed,10.02,Capgemini
Atharv Tiwari,2300CE1283,CE,7.49,53,36,49,75,42,1,7,1,Placed,4.86,Sapient
Aparna Gupta,2200CS1284,CSE,6.65,77,48,49,38,64,2,8,1,Placed,3.84,Syntel
Tushar Iyer,2300CE1285,CE,8.3,59,40,48,63,68,1,5,1,Placed,4.97,Tech Mahindra
Garima Singh,2300IT1286,IT,7.18,64,88,48,52,22,4,4,0,Placed,7.29,L&T Infotech
Aishwarya Bhatt,2100CE1287,CE,5.11,45,37,9,35,67,0,1,1,Not Placed,0.0,Not Placed
Ankit Kapoor,2300CS1288,CSE,8.48,57,90,32,94,85,2,3,0,Placed,5.03,Infosys
Kabir Verma,2300IT1289,IT,6.54,86,40,41,48,54,4,8,1,Placed,9.71,Capgemini
Ankit Dhawan,2400EE1290,EE,6.87,47,34,41,45,52,1,8,2,Placed,3.27,Concentrix
Himanshu Goel,2300CS1291,CSE,5.0,50,12,40,40,40,1,1,0,Not Placed,0.0,Not Placed
Kabir Das,2100IT1292,IT,6.58,41,26,56,17,73,1,2,2,Placed,3.45,Syntel
Rahul Chatterjee,2300CS1293,CSE,6.99,93,53,67,60,48,2,5,3,Placed,6.15,HCL
Riya Agarwal,2300CS1294,CSE,6.96,52,52,44,20,61,2,5,1,Not Placed,0.0,Not Placed
Aman Tiwari,2100ME1295,ME,6.6,66,34,20,55,77,2,4,1,Placed,4.68,Syntel
Vishal Thakur,2200IT1296,IT,8.81,86,70,59,65,54,3,8,2,Placed,26.75,Adobe
Aparna Rajput,2300IT1297,IT,8.21,54,36,46,30,72,1,4,2,Placed,10.63,Zoho
Sara Patel,2200EC1298,ECE,8.21,39,49,36,68,70,0,1,3,Placed,3.45,Genpact
Deepak Nair,2100EC1299,ECE,7.26,73,37,38,64,61,1,4,0,Placed,7.07,TCS
Saanvi Dhawan,2100CS1300,CSE,4.57,26,24,33,27,53,1,4,0,Not Placed,0.0,Not Placed
Sonal Gupta,2100CS1301,CSE,8.31,90,80,84,78,40,3,5,0,Placed,21.1,Oracle
Diya Chopra,2300EE1302,EE,8.2,43,57,31,36,68,2,4,2,Not Placed,0.0,Not Placed
Rohan Tiwari,2200CS1303,CSE,8.1,33,70,46,57,77,4,7,0,Placed,5.97,Cognizant
Tanya Malhotra,2400CE1304,CE,8.75,97,85,29,44,34,2,7,1,Placed,5.9,Mphasis
Kabir Yadav,2200CS1305,CSE,5.18,64,32,32,57,24,1,3,4,Not Placed,0.0,Not Placed
Anika Sharma,2100CS1306,CSE,7.71,35,69,81,19,30,2,8,1,Not Placed,0.0,Not Placed
